33,3021,0.037687
33,3256,0.306693
34,1019,0.100000
34,1614,0.184211
34,2078,0.188854
34,2664,0.274768
34,3162,0.120743
34,3374,0.231424
35,150,0.100000
35,1528,0.065321
35,1608,0.066508
35,1682,0.002375
35,1689,0.004751
35,1694,0.003563
35,1709,0.003563
35,2598,0.204276
35,2908,0.539192
35,3495,0.032067
35,3655,0.078385
36,583,0.100000
36,1529,0.021583
36,1614,0.025180
36,1623,0.658273
36,2022,0.079137
36,3720,0.215827
37,911,0.100000
37,1573,0.015337
37,1595,0.217025
37,1600,0.030675
37,1693,0.000767
37,2172,0.085890
37,2940,0.063650
37,3121,0.002301
37,3495,0.041411
37,3534,0.542945
38,226,0.100000
38,1429,0.216077
38,1528,0.141479
38,1529,0.064309
38,1533,0.025723
38,1611,0.009646
38,1639,0.064309
38,1646,0.109325
38,1712,0.008360
38,1830,0.241158
38,1957,0.003859
38,2614,0.000643
38,2616,0.002572
38,3021,0.112540
39,737,0.100000
39,1573,0.025225
39,1623,0.164865
39,1747,0.112613
39,2083,0.288288
39,2911,0.409009
40,1082,0.100000
40,1529,0.337268
40,1534,0.033727
40,1573,0.190556
40,1627,0.413153
40,1712,0.021922
40,2616,0.003373
41,186,0.100000
41,1573,0.013732
41,1583,0.020598
41,1608,0.019863
41,1623,0.149583
41,1682,0.000245
41,1709,0.000245
41,1747,0.011280
41,3102,0.111329
41,3136,0.017165
41,3154,0.542913
41,3338,0.111329
41,3463,0.001717
42,281,0.100000
42,1529,0.128700
42,1573,0.146075
42,1583,0.036036
42,1594,0.036036
42,1639,0.128700
42,1642,0.088803
42,1709,0.000644
42,1747,0.080438
42,3113,0.310167
42,3151,0.036036
42,3622,0.008366
43,1055,0.100000
43,2130,0.205479
43,2597,0.184932
43,2936,0.184932
43,2952,0.212329
43,3296,0.212329
44,10,0.100000
44,2057,0.005057
44,2758,0.429836
44,2883,0.161820
44,3000,0.011378
44,3117,0.083439
44,3140,0.032870
44,3254,0.254109
44,3282,0.010114
44,3496,0.011378
45,947,0.100000
45,1528,0.366057
45,1693,0.001664
45,1945,0.004992
45,1968,0.113145
45,2883,0.106489
45,2935,0.184692
45,2973,0.099834
45,3121,0.009983
45,3605,0.113145
46,137,0.100000
46,1489,0.049470
46,1529,0.353357
46,1573,0.199647
46,1639,0.176678
46,1709,0.001767
46,1712,0.007067
46,1749,0.109541
46,3021,0.102473
47,355,0.100000
47,1664,0.006341
47,1682,0.012131
47,1689,0.006893
47,1690,0.006341
47,1693,0.006893
47,1709,0.019851
47,1961,0.017094
47,1965,0.567135
47,3495,0.357320
48,1138,0.100000
48,1456,0.224224
48,1507,0.454454
48,1600,0.026026
48,2940,0.062062
48,3121,0.006006
48,3132,0.224224
48,3141,0.003003
49,763,0.100000
49,1605,0.106004
49,1617,0.080675
49,1674,0.000469
49,1705,0.000938
49,2165,0.001876
49,2985,0.000469
49,2986,0.004690
49,3121,0.002814
49,3122,0.002345
49,3136,0.037523
49,3178,0.638837
49,3197,0.085366
49,3495,0.037992
50,275,0.100000
50,1428,0.054602
50,1429,0.262090
50,1529,0.195008
50,1573,0.088144
50,1617,0.119345
50,1639,0.078003
50,1709,0.000780
50,1712,0.003120
50,1747,0.195008
50,2616,0.001560
50,3622,0.002340
51,275,0.100000
51,1528,0.090150
51,1529,0.125209
51,1639,0.083472
51,1709,0.005008
51,1747,0.234558
51,1902,0.280467
51,2400,0.006678
51,2616,0.003339
51,3518,0.171119
52,383,0.100000
52,1457,0.043237
52,1583,0.139592
52,1589,0.138357
52,1617,0.071032
52,3117,0.123533
52,3127,0.067943
52,3140,0.048178
52,3152,0.068561
52,3234,0.071649
52,3403,0.159975
52,3489,0.067943
53,384,0.100000
53,1529,0.005102
53,1581,0.357143
53,1617,0.219388
53,1627,0.229592
53,1963,0.051020
53,3489,0.137755
54,961,0.100000
54,1693,0.000995
54,1709,0.000995
54,1747,0.061692
54,2023,0.028856
54,2774,0.677612
54,2940,0.030846
54,3121,0.011940
54,3141,0.029851
54,3225,0.049751
54,3495,0.107463
55,631,0.100000
55,1529,0.169492
55,1693,0.001695
55,1965,0.108475
55,2883,0.216949
55,3000,0.030508
55,3023,0.050847
55,3121,0.040678
55,3140,0.381356
56,1019,0.100000
56,1478,0.261747
56,1573,0.011609
56,1614,0.065782
56,1747,0.008568
56,1923,0.000276
56,2986,0.000553
56,3103,0.022112
56,3121,0.002488
56,3136,0.030404
56,3154,0.470978
56,3351,0.125484
57,217,0.100000
57,1670,0.009957
57,2992,0.039829
57,3136,0.113798
57,3152,0.211949
57,3197,0.258890
57,3405,0.011380
57,3495,0.018492
57,3534,0.335704
58,413,0.100000
58,1573,0.255656
58,2118,0.140271
58,2691,0.506787
58,3121,0.006787
58,3140,0.033937
58,3282,0.033937
58,3405,0.002262
58,3495,0.020362
59,933,0.100000
59,1951,0.003079
59,2083,0.349500
59,3130,0.070824
59,3282,0.023095
59,3489,0.169361
59,3495,0.020785
59,3534,0.363356
60,275,0.100000
60,1506,0.032313
60,2830,0.122449
60,3558,0.192177
60,3665,0.653061
61,1037,0.100000
61,1528,0.057203
61,1573,0.029661
61,3185,0.913136
62,1037,0.100000
62,1528,0.032609
62,1573,0.016908
62,1671,0.001208
62,1709,0.003623
62,3021,0.008454
62,3185,0.603865
62,3246,0.333333
63,151,0.100000
63,1640,0.043421
63,1709,0.003947
63,2620,0.019737
63,3121,0.001974
63,3136,0.026316
63,3141,0.009868
63,3367,0.894737
64,161,0.100000
64,1529,0.241838
64,1639,0.090689
64,1671,0.001209
64,1709,0.003628
64,1712,0.002418
64,1747,0.226723
64,2616,0.001209
64,3246,0.333736
64,3493,0.098549
65,275,0.100000
65,1528,0.104563
65,1529,0.190114
65,1573,0.215779
65,1639,0.095057
65,1709,0.005703
65,1712,0.003802
65,1747,0.267110
65,2447,0.114068
65,2616,0.003802
66,701,0.100000
66,1529,0.254210
66,1639,0.095329
66,1671,0.000953
66,1672,0.000953
66,1688,0.001271
66,1709,0.002860
66,1747,0.188433
66,2614,0.001907
66,2616,0.001907
66,3021,0.038132
66,3236,0.258024
66,3250,0.077534
66,3322,0.078487
67,217,0.100000
67,1529,0.092039
67,1547,0.006443
67,1572,0.091118
67,1655,0.014726
67,1747,0.006903
67,2136,0.404970
67,2571,0.002301
67,2616,0.000460
67,2664,0.054303
67,2883,0.014726
67,3000,0.008283
67,3121,0.001381
67,3496,0.012425
67,3516,0.001841
67,3534,0.260469
67,3633,0.027612
68,153,0.100000
68,1583,0.054722
68,1670,0.005569
68,1708,0.004843
68,2125,0.209201
68,2165,0.000969
68,2664,0.114770
68,2845,0.371913
68,2883,0.011622
68,3121,0.002906
68,3136,0.026634
68,3192,0.193705
68,3510,0.003148
69,217,0.100000
69,2102,0.783209
69,2596,0.001150
69,2883,0.073606
69,3121,0.032202
69,3122,0.006325
69,3633,0.103508
70,991,0.100000
70,1690,0.000978
70,1709,0.002933
70,2134,0.030303
70,2135,0.014663
70,2165,0.001955
70,3057,0.875855
70,3121,0.007820
70,3285,0.065494
71,933,0.100000
71,1529,0.087977
71,1679,0.001760
71,2061,0.041056
71,2664,0.069208
71,3117,0.659238
71,3633,0.140762
72,451,0.100000
72,1674,0.000550
72,2057,0.003302
72,2165,0.001101
72,2664,0.521739
72,2986,0.006054
72,2987,0.008806
72,3012,0.145845
72,3095,0.077050
72,3121,0.003302
72,3122,0.006054
72,3136,0.060539
72,3409,0.030820
72,3492,0.004953
72,3534,0.129884
73,68,0.100000
73,2935,0.068901
73,3330,0.931099
74,9,0.100000
74,1529,0.010517
74,1573,0.049080
74,1627,0.429448
74,1640,0.057844
74,1641,0.028922
74,1709,0.002629
74,1747,0.219106
74,2136,0.192813
74,2614,0.007888
74,2616,0.001753
75,1043,0.100000
75,1279,0.078582
75,1693,0.000770
75,1709,0.002311
75,1950,0.000770
75,2057,0.001156
75,2165,0.000770
75,2664,0.091294
75,2860,0.107858
75,3121,0.002311
75,3136,0.042373
75,3154,0.142142
75,3495,0.005008
75,3543,0.524653
76,312,0.100000
76,1677,0.001839
76,3012,0.180230
76,3121,0.002759
76,3136,0.050575
76,3198,0.186667
76,3281,0.049655
76,3495,0.005977
76,3522,0.522299
77,1019,0.100000
77,1721,0.026700
77,2586,0.539629
77,2873,0.048342
77,3121,0.003373
77,3136,0.061832
77,3226,0.220349
77,3234,0.092187
77,3495,0.007589
78,1019,0.100000
78,1671,0.000400
78,1672,0.000400
78,1709,0.002402
78,1950,0.001201
78,2165,0.001201
78,2664,0.426741
78,2874,0.012810
78,2894,0.014412
78,2986,0.022418
78,3097,0.028823
78,3121,0.002402
78,3122,0.001201
78,3136,0.060048
78,3191,0.272618
78,3197,0.147718
78,3493,0.005204
79,858,0.100000
79,2942,0.394040
79,2957,0.045116
79,3253,0.281043
79,3315,0.279801
80,217,0.100000
80,1600,0.055249
80,1961,0.154696
80,1969,0.038674
80,3393,0.099448
80,3534,0.651934
81,11,0.100000
81,1641,0.118280
81,3121,0.043011
81,3282,0.035842
81,3709,0.802867
82,71,0.100000
82,1378,0.572509
82,1528,0.069357
82,1573,0.070618
82,3351,0.287516
83,287,0.100000
83,1333,0.061742
83,1682,0.002205
83,1689,0.002205
83,1693,0.001103
83,1694,0.017641
83,2814,0.514884
83,3493,0.400221
84,807,0.100000
84,1528,0.013077
84,1573,0.026866
84,1693,0.005944
84,1694,0.002378
84,1709,0.017118
84,1710,0.170471
84,2664,0.224917
84,3070,0.539230
85,46,0.100000
85,1518,0.037412
85,1573,0.042467
85,1961,0.046512
85,2379,0.054601
85,2739,0.679474
85,3016,0.054601
85,3141,0.003033
85,3281,0.081901
86,935,0.100000
86,1518,0.072626
86,1528,0.094542
86,1710,0.051139
86,1931,0.000430
86,2825,0.781263
87,776,0.100000
87,1600,0.049057
87,2247,0.845283
87,3121,0.003774
87,3495,0.101887
88,12,0.100000
88,1623,0.030190
88,2339,0.068580
88,2620,0.014909
88,2664,0.352590
88,2908,0.253820
88,2986,0.000745
88,3097,0.090943
88,3136,0.040999
88,3385,0.002609
88,3403,0.144614
89,1019,0.100000
89,1260,0.185727
89,1575,0.002287
89,1623,0.013952
89,1635,0.013952
89,1639,0.011436
89,1709,0.000686
89,1724,0.021043
89,3061,0.103843
89,3136,0.025160
89,3371,0.544831
89,3403,0.051235
89,3443,0.025846
90,851,0.100000
90,2682,0.062130
90,2730,0.065089
90,2881,0.359467
90,3009,0.034024
90,3254,0.297337
90,3256,0.174556
90,3282,0.007396
91,96,0.100000
91,1581,0.104340
91,1600,0.018467
91,1614,0.439520
91,1833,0.419206
91,2058,0.003693
91,3121,0.002770
91,3495,0.012004
92,592,0.100000
92,1396,0.246968
92,1600,0.022051
92,1626,0.270121
92,1709,0.001654
92,1747,0.012679
92,1833,0.246968
92,3121,0.001654
92,3136,0.060639
92,3416,0.132304
92,3510,0.004961
93,691,0.100000
93,1573,0.124862
93,1600,0.044199
93,1614,0.262983
93,1709,0.006630
93,1828,0.495028
93,3141,0.066298
94,947,0.100000
94,1573,0.125000
94,1600,0.029762
94,1606,0.086310
94,1614,0.708333
94,1641,0.047619
94,1688,0.002976
95,947,0.100000
95,1573,0.129630
95,1600,0.277778
95,1614,0.550926
95,3121,0.006944
95,3141,0.034722
96,140,0.100000
96,1600,0.028531
96,1936,0.008559
96,2107,0.078459
96,2267,0.323823
96,3141,0.002853
96,3197,0.519258
96,3495,0.038516
97,933,0.100000
97,1500,0.280022
97,1590,0.135703
97,1639,0.161551
97,1690,0.000539
97,1709,0.001616
97,1965,0.034464
97,2060,0.044696
97,2144,0.244480
97,3141,0.003770
97,3282,0.032849
97,3709,0.060312
98,947,0.100000
98,1617,0.229694
98,2979,0.090546
98,2986,0.007989
98,2992,0.018642
98,3121,0.005992
98,3196,0.245672
98,3254,0.401465
99,217,0.100000
99,1327,0.251685
99,1573,0.015730
99,1594,0.125843
99,3130,0.125843
99,3351,0.125843
99,3534,0.265169
99,3605,0.089888
100,123,0.100000
100,1572,0.050725
100,1600,0.020704
100,1617,0.351967
100,1709,0.001035
100,1951,0.001035
100,2940,0.085921
100,3534,0.488613
101,701,0.100000
101,1529,0.236780
101,1623,0.192581
101,1639,0.078927
101,1709,0.004736
101,1712,0.003157
101,1747,0.197316
101,2614,0.014207
101,3260,0.228887
101,3498,0.043410
102,266,0.100000
102,1573,0.027407
102,1709,0.000243
102,2725,0.061606
102,3092,0.302692
102,3121,0.002911
102,3140,0.054572
102,3154,0.550570
103,119,0.100000
103,1220,0.020318
103,1518,0.074205
103,1626,0.324205
103,1639,0.044170
103,1640,0.071555
103,1709,0.005300
103,1710,0.012367
103,1735,0.139576
103,1758,0.139576
103,1812,0.030919
103,1999,0.060071
103,2253,0.017668
103,2619,0.010601
103,3516,0.049470
104,1019,0.100000
104,1693,0.001357
104,1709,0.006106
104,1916,0.000678
104,2664,0.160787
104,3034,0.230665
104,3136,0.023745
104,3154,0.144505
104,3212,0.154003
104,3226,0.265943
104,3385,0.012212
105,802,0.100000
105,1529,0.079936
105,1573,0.090328
105,1623,0.023981
105,1671,0.000799
105,1688,0.000799
105,1709,0.004796
105,1747,0.049560
105,3246,0.661871
105,3510,0.087930
106,652,0.100000
106,1583,0.075941
106,1623,0.081989
106,1639,0.067204
106,1709,0.004032
106,2505,0.054435
106,2908,0.610215
106,2973,0.020161
106,3121,0.002016
106,3136,0.073925
106,3141,0.010081
107,72,0.100000
107,1682,0.000734
107,1957,0.001467
107,3047,0.997799
108,154,0.100000
108,1529,0.242277
108,1671,0.001211
108,1709,0.000303
108,3246,0.756208
109,204,0.100000
109,1623,0.225092
109,1639,0.061501
109,1649,0.232472
109,1693,0.000615
109,1709,0.003690
109,1761,0.137761
109,2508,0.338868
110,1004,0.100000
110,1276,0.030973
110,1518,0.015487
110,1626,0.269912
110,1637,0.269912
110,3256,0.130531
110,3327,0.243363
110,3615,0.039823
111,649,0.100000
111,1529,0.335570
111,1690,0.006711
111,1691,0.040268
111,1693,0.006711
111,1704,0.006711
111,1709,0.483221
111,1945,0.120805
112,150,0.100000
112,1575,0.003436
112,1682,0.001718
112,1693,0.000859
112,1707,0.019759
112,1709,0.002577
112,1722,0.167526
112,2505,0.017182
112,2860,0.378007
112,2898,0.336770
112,3493,0.007732
112,3657,0.064433
113,203,0.100000
113,1575,0.017213
113,1600,0.008197
113,1760,0.372131
113,3121,0.009836
113,3197,0.504098
113,3495,0.088525
114,1019,0.100000
114,1572,0.244044
114,1573,0.004765
114,1623,0.124575
114,1930,0.000340
114,1961,0.005106
114,2298,0.000340
114,3136,0.054459
114,3154,0.386317
114,3338,0.076242
114,3372,0.103812
115,364,0.100000
115,1296,0.362681
115,1529,0.131406
115,1530,0.078844
115,1623,0.029566
115,1639,0.032852
115,1671,0.013141
115,1688,0.000657
115,1712,0.002628
115,2379,0.026281
115,2588,0.321945
116,204,0.100000
116,1573,0.038462
116,1583,0.076381
116,1594,0.076381
116,1596,0.076381
116,1623,0.528711
116,1747,0.021127
116,1761,0.121343
116,3435,0.061213
117,814,0.100000
117,1596,0.294654
117,2153,0.517601
117,3130,0.091265
117,3178,0.039113
117,3495,0.052151
117,3496,0.005215
118,933,0.100000
118,1488,0.056522
118,1529,0.003478
118,1617,0.100000
118,1693,0.000870
118,1709,0.000870
118,1710,0.025217
118,1961,0.020000
118,2175,0.278261
118,2508,0.179130
118,3140,0.043478
118,3434,0.196522
118,3489,0.095652
119,445,0.100000
119,1530,0.711111
119,1573,0.111111
119,1589,0.125926
119,1623,0.044444
119,1662,0.001481
119,1712,0.005926
120,251,0.100000
120,1282,0.008268
120,1529,0.048638
120,1530,0.010700
120,1573,0.013619
120,1639,0.024319
120,1640,0.032101
120,1709,0.000486
120,1982,0.000973
120,2588,0.661479
120,2664,0.006809
120,3006,0.036479
120,3587,0.150778
120,3648,0.005350
121,186,0.100000
121,1280,0.030508
121,1573,0.015819
121,1724,0.209040
121,1734,0.052542
121,3103,0.135593
121,3136,0.022599
121,3375,0.172316
121,3489,0.124294
121,3535,0.237288
122,933,0.100000
122,1280,0.057692
122,1362,0.242521
122,1529,0.026709
122,1945,0.009615
122,2986,0.024573
122,3097,0.076923
122,3140,0.064103
122,3234,0.127137
122,3393,0.019231
122,3496,0.021368
122,3536,0.299145
122,3633,0.030983
123,275,0.100000
123,1429,0.302158
123,1528,0.078058
123,1529,0.107914
123,1573,0.081655
123,1639,0.071942
123,1709,0.002158
123,1712,0.006115
123,1747,0.202158
123,2616,0.003237
123,3003,0.077698
123,3009,0.066906
124,310,0.100000
124,1429,0.095455
124,1453,0.075758
124,1529,0.075758
124,1639,0.037879
124,1649,0.047727
124,1747,0.070455
124,2401,0.391667
124,3003,0.035606
124,3009,0.150000
124,3498,0.019697
125,275,0.100000
125,1529,0.199601
125,1573,0.225549
125,1639,0.099800
125,1747,0.311377
125,3003,0.141717
125,3648,0.021956
126,305,0.100000
126,1280,0.108108
126,1529,0.250250
126,1534,0.041041
126,1573,0.227227
126,2664,0.029029
126,3661,0.344344
127,1157,0.100000
127,1589,0.161383
127,1652,0.325648
127,1709,0.002882
127,2141,0.083573
127,3003,0.204611
127,3106,0.034582
127,3276,0.187320
128,308,0.100000
128,1528,0.076548
128,1529,0.139179
128,1530,0.173974
128,1534,0.028532
128,1573,0.118302
128,1614,0.041058
128,1622,0.127349
128,1639,0.069589
128,1709,0.000696
128,1712,0.009047
128,1747,0.130132
128,1982,0.002784
128,2614,0.005567
128,3498,0.077244
129,1178,0.100000
129,1518,0.200477
129,1639,0.477327
129,1709,0.002387
129,1712,0.009547
129,2553,0.300716
129,2616,0.009547
130,1124,0.100000
130,1573,0.039216
130,1623,0.227824
130,1639,0.140056
130,1709,0.000934
130,1712,0.003735
130,1747,0.021475
130,1982,0.001867
130,2248,0.392157
130,3003,0.132586
130,3516,0.039216
130,3622,0.000934
131,217,0.100000
131,1282,0.059873
131,1520,0.025478
131,1572,0.252229
131,1573,0.017834
131,1961,0.029299
131,1998,0.001274
131,3121,0.003822
131,3141,0.004459
131,3281,0.051592
131,3282,0.047771
131,3495,0.055414
131,3534,0.450955
132,933,0.100000
132,1518,0.044681
132,1691,0.000709
132,1927,0.001418
132,1945,0.000709
132,1963,0.021986
132,2585,0.198582
132,3003,0.075177
132,3140,0.159574
132,3300,0.297872
132,3351,0.160993
132,3495,0.038298
133,477,0.100000
133,1280,0.084972
133,1528,0.063729
133,1536,0.094414
133,1709,0.002360
133,1745,0.022030
133,2664,0.022817
133,3001,0.037766
133,3010,0.308419
133,3322,0.129819
133,3474,0.191188
133,3493,0.042486
134,161,0.100000
134,1282,0.016643
134,1528,0.238784
134,1529,0.047757
134,1573,0.010130
134,1623,0.176556
134,1639,0.036179
134,1709,0.004342
134,1712,0.002894
134,1747,0.225760
134,2616,0.002894
134,3325,0.132417
134,3510,0.105644
135,123,0.100000
135,1573,0.028851
135,1614,0.122617
135,1639,0.025760
135,1688,0.000515
135,2664,0.060793
135,3003,0.175167
135,3006,0.028851
135,3121,0.003091
135,3130,0.233900
135,3136,0.056672
135,3495,0.020608
135,3534,0.243174
136,982,0.100000
136,1529,0.107492
136,1573,0.369707
136,1747,0.508143
136,1982,0.014658
137,1036,0.100000
137,1282,0.081019
137,1529,0.173611
137,1573,0.262731
137,1639,0.057870
137,1747,0.289352
137,1982,0.004630
137,3006,0.130787
138,1081,0.100000
138,1614,0.054370
138,1639,0.034412
138,1646,0.009635
138,1710,0.019959
138,1938,0.000688
138,2379,0.018582
138,2713,0.693737
138,2940,0.057123
138,3004,0.066070
138,3106,0.006194
138,3225,0.013765
138,3282,0.006882
138,3510,0.018582
139,1116,0.100000
139,1573,0.041626
139,1600,0.039177
139,1639,0.048972
139,1709,0.000490
139,1747,0.015181
139,1951,0.000979
139,2182,0.000979
139,2190,0.658178
139,3141,0.109696
139,3281,0.052889
139,3589,0.031832
140,61,0.100000
140,1528,0.082831
140,1529,0.075301
140,1573,0.170934
140,1639,0.037651
140,1640,0.075301
140,1747,0.188253
140,1890,0.191265
140,1982,0.001506
140,3006,0.149096
140,3010,0.027861
141,119,0.100000
141,1529,0.215517
141,1640,0.094828
141,1671,0.001437
141,1747,0.268678
141,2616,0.002874
141,3250,0.087644
141,3256,0.323276
141,3622,0.005747
142,646,0.100000
142,1529,0.001939
142,1691,0.001454
142,1709,0.002908
142,2131,0.001454
142,2221,0.007756
142,2965,0.060591
142,2986,0.002424
142,3136,0.106641
142,3147,0.073194
142,3154,0.715463
142,3493,0.026175
143,796,0.100000
143,1705,0.001085
143,1709,0.006508
143,3136,0.119306
143,3154,0.492408
143,3197,0.321041
143,3510,0.059653
144,935,0.100000
144,1397,0.002463
144,1945,0.007389
144,2620,0.147783
144,2825,0.566502
144,3136,0.172414
144,3486,0.071429
144,3495,0.032020
145,217,0.100000
145,1518,0.074009
145,1670,0.006167
145,1682,0.003524
145,1683,0.000881
145,1689,0.002643
145,1691,0.005286
145,1693,0.001762
145,1709,0.007930
